,Unnamed: 0,Id,MSSubClass,LotFrontage,LotArea,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SalePrice,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,GarageQnC,GarageEra,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,FireplaceQuNum,FireplaceParameter,HeatingRank,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,Alley_Pave,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,TotalArea,TotalFinishedSF,TotalOutdoorArea,TotalRooms,RoomDensity,TotalFloors,Has2ndFloor,TotalBathrooms,BathPerRoom,BathQualityInteraction,TotalKitchens,KitchenPremium,HouseAge,YearsSinceRemodel,IsRemodeled,RecentRemodel,HouseAgeBin,TotalPorchArea,HasPorch,OutdoorLuxury,HasPool,BsmtFinishedRatio,HasFinishedBsmt,BasementScore,OverallScore,ExteriorScore,LuxuryScore,LivingAreaRatio
706,706,707,20,0.0,115149,4,0,7,5,1971,2002,351.0,3,3,4,3,4,6,1219,1,0,424,1643,2,1,4,1824,0,0,1824,1,0,2,0,2,1,4,5,7,739,2,380,48,0,0,0,0,0.0,0,0,6,2007,12.618185607609805,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,2,True,False,False,False,False,3.0,3.295836866004329,6,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3467,3043,428,8,304.0,1,0,3.0,0.5,21.0,1,16,36,5,1,1,2,48,1,428,0,0.7414841849148418,1,60,35,9,16,0.5259515570934256
707,707,708,120,48.0,6240,4,2,8,5,2006,2006,176.0,4,3,4,3,1,6,863,1,0,461,1324,4,1,4,1324,0,0,1324,1,0,2,0,2,1,4,6,7,550,2,192,38,0,0,0,0,0.0,0,0,12,2009,12.445093483000798,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,4,True,False,False,False,False,4.0,2.772588722239781,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2648,2187,230,9,189.14285714285717,1,0,3.0,0.4285714285714285,24.0,1,16,3,3,0,1,4,38,1,230,0,0.6513207547169811,1,24,40,12,20,0.4998112495281238
708,708,709,60,65.0,9018,4,2,7,5,2007,2007,0.0,4,3,4,3,3,1,0,1,0,728,728,4,1,4,728,728,0,1456,0,0,2,1,3,1,4,8,7,400,2,100,24,0,0,0,0,0.0,0,0,7,2007,12.09815887308463,0,0,0,0,1,0,0,0,0,0,1,0,0,2.0,4,True,False,False,False,False,4.0,2.772588722239781,6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2184,1456,124,12,161.77777777777777,2,1,2.5,0.2777777777777778,17.5,1,16,0,0,0,1,4,24,1,124,0,0.0,0,48,35,12,19,0.6663615560640732
709,709,710,20,0.0,7162,4,2,5,7,1966,1966,41.0,3,3,3,3,1,1,0,1,0,876,876,2,1,4,904,0,0,904,0,0,1,0,3,1,3,6,7,408,2,0,0,0,0,0,0,2.0,0,0,12,2008,11.60733523953139,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2,True,False,False,False,False,0.0,0.0,6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1780,904,0,10,129.14285714285714,1,0,1.0,0.1428571428571428,5.0,1,9,42,42,0,0,2,0,0,0,0,0.0,0,18,35,9,13,0.5075800112296462
710,710,711,30,56.0,4130,4,2,3,6,1935,2003,0.0,4,3,3,3,1,1,0,1,0,270,270,3,1,4,729,0,0,729,0,0,1,0,2,1,3,5,2,0,0,0,0,0,0,0,0,0.0,0,0,7,2008,10.859018228147889,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,False,False,False,False,False,0.0,0.0,6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,999,729,0,8,121.5,1,0,1.0,0.1666666666666666,3.0,1,9,73,5,1,1,1,0,0,0,0,0.0,0,18,18,12,13,0.729
711,711,712,50,66.0,8712,4,1,4,7,1900,1950,0.0,3,3,3,3,2,1,0,1,0,859,859,3,1,4,859,319,0,1178,0,0,1,0,2,1,3,7,7,384,0,68,0,98,0,0,0,0.0,0,0,1,2010,11.54031687156214,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2,False,False,False,False,True,0.0,0.0,6,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2037,1178,166,10,147.25,2,1,1.0,0.125,4.0,1,9,110,60,1,0,1,98,1,166,0,0.0,0,27,28,9,13,0.57801766437684
712,712,713,120,40.0,4671,4,2,8,5,1988,1989,0.0,4,3,4,3,2,6,767,1,0,461,1228,3,1,4,1228,0,0,1228,1,0,2,0,2,1,4,5,7,472,2,168,120,0,0,0,0,0.0,0,0,10,2008,12.149507585033072,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,3,True,False,False,False,False,4.0,2.772588722239781,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2456,1995,288,8,204.66666666666663,1,0,3.0,0.5,24.0,1,16,20,19,1,0,3,120,1,288,0,0.6240846216436127,1,36,40,12,19,0.4997964997964998
713,713,714,190,60.0,9873,4,2,4,5,1970,1970,160.0,3,3,3,3,3,5,789,1,0,171,960,2,0,4,960,0,0,960,1,0,1,0,3,1,3,6,7,576,2,0,288,0,0,0,0,0.0,0,0,5,2006,11.767575435251748,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,2,False,False,False,False,True,0.0,0.0,5,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1920,1749,288,10,137.14285714285714,1,0,2.0,0.2857142857142857,8.0,1,9,36,36,0,0,2,288,1,288,0,0.8210197710718002,1,36,20,9,12,0.4997397188964081
714,714,715,60,0.0,13517,4,2,6,8,1976,2005,289.0,4,3,3,3,1,6,533,1,0,192,725,4,1,4,725,754,0,1479,0,0,2,1,3,1,4,6,7,475,2,0,44,0,0,0,0,0.0,0,0,3,2010,11.779136168550774,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,2,True,False,False,False,False,0.0,0.0,6,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2204,2012,44,10,211.28571428571428,2,1,2.5,0.3571428571428571,15.0,1,16,34,5,1,1,2,44,1,44,0,0.7341597796143251,1,18,48,12,18,0.6707482993197279
715,715,716,20,78.0,10140,4,2,6,5,1974,1974,174.0,3,3,4,3,1,1,0,1,0,1064,1064,2,1,4,1350,0,0,1350,0,0,2,0,3,1,3,7,7,478,2,0,0,0,0,0,0,2.0,0,0,8,2009,12.013706813470414,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,2,True,False,False,False,False,3.0,2.079441541679836,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2414,1350,0,11,168.75,1,0,2.0,0.25,12.0,1,9,35,35,0,0,2,0,0,0,0,0.0,0,24,30,9,14,0.5590062111801242
716,716,717,70,60.0,10800,4,2,7,8,1890,1998,0.0,3,4,3,3,1,1,0,1,0,718,718,4,1,4,1576,978,0,2554,0,0,1,1,3,1,3,8,7,704,1,0,48,143,0,0,0,0.0,0,0,7,2007,11.979805470779858,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,3,False,False,False,False,True,0.0,0.0,6,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3272,2554,191,12,283.77777777777777,2,1,1.5,0.1666666666666666,10.5,1,9,117,9,1,1,1,191,1,191,0,0.0,0,18,56,12,17,0.7803238619003972
717,717,718,20,80.0,10000,4,2,5,6,1973,2000,0.0,3,3,4,3,1,4,1084,1,0,92,1176,3,1,4,1178,0,0,1178,0,1,1,1,3,1,4,5,7,439,2,224,0,0,0,0,0,2.0,0,0,11,2008,11.964007453736912,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,2,True,False,False,False,False,2.0,1.3862943611198906,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2354,2262,224,9,196.33333333333331,1,0,2.0,0.3333333333333333,10.0,1,16,35,8,1,1,2,0,0,224,0,0.9209855564995753,1,24,30,9,15,0.5002123142250531
718,718,719,60,96.0,10542,4,2,7,5,1993,1994,651.0,4,3,4,3,4,6,1173,1,0,138,1311,4,1,4,1325,1093,0,2418,1,0,2,1,3,1,4,9,7,983,2,250,154,216,0,0,0,0.0,0,0,8,2008,12.739640688812674,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,3,True,False,False,False,False,3.0,2.079441541679836,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3729,3591,620,13,241.8,2,1,3.5,0.35,24.5,1,16,15,14,1,0,3,370,1,620,0,0.8940548780487805,1,60,35,12,19,0.6482573726541555
719,719,720,20,69.0,9920,4,2,5,6,1969,1969,0.0,3,3,4,3,4,5,523,1,0,448,971,2,1,4,971,0,0,971,0,0,1,1,3,1,3,5,7,300,2,0,0,0,0,0,0,0.0,0,0,5,2006,11.7636919653883,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,2,True,False,False,False,False,1.0,0.6931471805599453,6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1942,1494,0,9,161.83333333333334,1,0,1.5,0.25,7.5,1,9,37,37,0,0,2,0,0,0,0,0.5380658436213992,1,60,30,9,13,0.4997426659804426
720,720,721,120,0.0,6563,4,1,8,5,1985,1985,0.0,4,3,4,3,4,6,1148,1,0,594,1742,2,1,4,1742,0,0,1742,1,0,2,0,2,1,4,5,7,564,2,114,28,234,0,0,0,0.0,0,0,12,2006,12.524530013005734,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,3,True,False,False,False,False,3.0,2.079441541679836,6,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3484,2890,376,8,290.3333333333333,1,0,3.0,0.5,24.0,1,16,21,21,0,0,3,262,1,376,0,0.6586345381526104,1,60,40,12,18,0.4998565279770445
721,721,722,120,0.0,4426,4,2,6,5,2004,2004,169.0,4,3,4,3,3,6,662,1,0,186,848,4,1,4,848,0,0,848,1,0,1,0,1,1,4,3,7,420,2,160,0,0,0,0,0,0.0,0,0,5,2010,11.870606902224589,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,4,True,False,False,False,False,0.0,0.0,6,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1696,1510,160,5,212.0,1,0,2.0,0.5,12.0,1,16,6,6,0,1,4,0,0,160,0,0.7797408716136631,1,48,30,12,18,0.4997053624042428
722,722,723,20,70.0,8120,4,2,4,7,1970,1970,0.0,3,4,3,3,1,5,191,1,0,673,864,4,1,4,864,0,0,864,0,0,1,0,3,1,3,5,7,463,2,0,0,0,0,0,0,0.0,0,0,7,2009,11.732069026983156,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,3,False,False,False,False,True,0.0,0.0,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1728,1055,0,9,144.0,1,0,1.0,0.1666666666666666,4.0,1,9,39,39,0,0,2,0,0,0,0,0.2208092485549133,1,18,28,12,14,0.4997108155002892
723,723,724,50,60.0,8172,4,2,4,6,1954,1972,0.0,3,3,3,3,1,1,0,1,0,941,941,4,1,4,997,473,0,1470,0,0,2,0,4,1,3,7,7,548,2,0,0,0,0,156,0,0.0,0,0,5,2008,11.81303746480054,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,2,False,False,False,False,True,0.0,0.0,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2411,1470,156,12,183.75,2,1,2.0,0.25,8.0,1,9,54,36,1,0,2,156,1,156,0,0.0,0,18,24,9,14,0.6094527363184079
724,724,725,20,86.0,13286,4,2,9,5,2007,2008,340.0,5,3,5,3,1,6,1234,1,0,464,1698,4,1,4,1698,0,0,1698,1,0,2,0,3,1,5,8,7,768,2,327,64,0,0,0,0,0.0,0,0,2,2009,12.676079399771028,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,4,True,False,False,False,False,4.0,2.772588722239781,6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3396,2932,391,12,188.66666666666663,1,0,3.0,0.3333333333333333,27.0,1,25,2,1,1,1,4,64,1,391,0,0.7263095938787522,1,30,45,15,23,0.4998528113040918
725,725,726,20,60.0,6960,4,2,4,6,1970,1970,0.0,3,3,3,3,1,5,375,4,239,250,864,2,1,4,864,0,0,864,0,0,1,0,3,1,4,5,7,660,2,96,0,0,0,0,0,0.0,1,500,11,2009,11.6994133306336,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,3,False,False,False,False,True,0.0,0.0,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1728,1478,96,9,144.0,1,0,1.0,0.1666666666666666,4.0,1,16,39,39,0,0,2,0,0,96,0,0.7098265895953757,1,18,24,9,13,0.4997108155002892
726,726,727,20,0.0,21695,4,2,6,9,1988,2007,260.0,4,4,4,3,1,6,808,1,0,72,880,4,1,4,1680,0,0,1680,1,0,2,0,3,1,4,5,7,540,2,292,44,0,182,0,0,0.0,0,0,12,2009,12.310437165348777,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,3,True,False,False,False,False,4.0,2.772588722239781,6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2560,2488,518,9,280.0,1,0,3.0,0.5,18.0,1,16,21,2,1,1,3,226,1,518,0,0.9171396140749148,1,24,54,16,18,0.655993752440453
727,727,728,20,64.0,7314,4,2,7,5,2007,2007,82.0,4,3,4,3,3,6,724,1,0,508,1232,4,1,4,1232,0,0,1232,1,0,2,0,2,1,4,6,7,632,2,132,0,0,0,0,0,0.0,0,0,2,2009,12.178192583415596,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,4,True,False,False,False,False,0.0,0.0,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2464,1956,132,9,176.0,1,0,3.0,0.4285714285714285,21.0,1,16,2,2,0,1,4,0,0,132,0,0.5871857258718572,1,48,35,12,19,0.4997971602434077
728,728,729,90,85.0,11475,4,2,5,5,1958,1958,95.0,3,3,3,3,1,1,0,1,0,1584,1584,2,1,4,1776,0,0,1776,1,0,2,0,4,2,3,9,7,888,2,0,25,0,0,0,0,0.0,0,0,7,2009,11.60824473564232,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2,False,False,False,False,True,0.0,0.0,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3360,1776,25,15,177.6,1,0,3.0,0.3,15.0,2,9,51,51,0,0,2,25,1,25,0,0.0,0,18,25,9,13,0.5284141624516513
729,729,730,30,52.0,6240,4,2,4,5,1925,1950,0.0,3,3,3,3,1,4,152,1,0,628,780,2,1,3,848,0,360,1208,0,0,1,0,2,1,3,5,7,539,2,0,23,112,0,0,0,0.0,0,0,1,2009,11.542493975902508,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,2,False,False,False,False,True,0.0,0.0,6,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1628,1000,135,8,201.33333333333331,1,0,1.0,0.1666666666666666,4.0,1,9,84,59,1,0,1,135,1,135,0,0.1946222791293214,1,18,20,9,12,0.7415592387968079
